timestamp_utc,ticker,side,price,size,t_submit_ms,t_ack_ms,maker_delay_ms,success,order_id,status,error_msg,batch_num,order_num
2026-02-01T04:58:11.755750+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921891755.777,1769921891793.1826,37.405517578125,True,7fa94c05-5153-439a-82a1-b4a48c2570e3,resting,,3,3
2026-02-01T04:58:12.293998+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921892294.0332,1769921892325.2197,31.1865234375,True,d8c40495-e17a-42f6-af33-307c854fbcbb,resting,,3,4
2026-02-01T04:58:12.826041+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921892826.0671,1769921892857.5186,31.451416015625,True,18291ff9-d544-44e5-91cd-851557ce06ff,resting,,3,5
2026-02-01T04:58:14.530264+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921894530.288,1769921894563.6545,33.366455078125,True,f40da64d-c330-4945-8a84-a01ced33a035,resting,,4,1
2026-02-01T04:58:15.064528+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921895064.5583,1769921895096.2075,31.649169921875,True,796d026a-9ad5-4d6d-a26b-83622e8aff05,resting,,4,2
2026-02-01T04:58:15.597104+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921895597.1316,1769921895627.7742,30.642578125,True,a5249d9a-0faf-4951-b952-0a0ab4b63b76,resting,,4,3
2026-02-01T04:58:16.128615+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921896128.6433,1769921896160.2102,31.56689453125,True,0ce46b73-f003-4467-a971-c9672780b6af,resting,,4,4
2026-02-01T04:58:16.661095+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921896661.1206,1769921896693.4048,32.2841796875,True,e714a0fe-7cdb-4961-a860-d456c9ca2563,resting,,4,5
2026-02-01T04:58:18.355032+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921898355.0574,1769921898385.4104,30.35302734375,True,519c7c1c-3c52-402a-bfeb-d6a6bc59a016,resting,,5,1
2026-02-01T04:58:18.886224+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921898886.2542,1769921898918.9795,32.725341796875,True,5baedfe3-ac39-4185-a6f4-d419fa5fe78b,resting,,5,2
2026-02-01T04:58:19.419793+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921899419.8208,1769921899454.6858,34.864990234375,True,7bc0ccd0-bfd2-4df6-b137-baf31cb9fca7,resting,,5,3
2026-02-01T04:58:19.955500+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921899955.5293,1769921899993.4204,37.89111328125,True,abc176fe-118b-4533-8baf-e9ee0384fda4,resting,,5,4
2026-02-01T04:58:20.494240+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921900494.267,1769921900526.2517,31.984619140625,True,b5b3d6d0-2b9c-40ad-9f22-d2d39eae1113,resting,,5,5
2026-02-01T04:58:22.182735+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921902182.7617,1769921902213.4946,30.73291015625,True,bb024e1c-d789-4a2d-9f5b-683993298289,resting,,6,1
2026-02-01T04:58:22.714324+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921902714.353,1769921902745.413,31.06005859375,True,e0c924e3-0881-4f89-8a01-3d6c1d82e21e,resting,,6,2
2026-02-01T04:58:23.246230+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921903246.2603,1769921903281.7456,35.4853515625,True,c7258593-531c-4bdc-af2a-5694e06591d9,resting,,6,3
2026-02-01T04:58:23.782553+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921903782.58,1769921903816.272,33.69189453125,True,1fd033f2-3dc0-49a5-83fd-a71fa5019ef5,resting,,6,4
2026-02-01T04:58:24.317143+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921904317.17,1769921904351.6309,34.4609375,True,fa772160-c44a-421e-aa3e-00a87dcb5636,resting,,6,5
2026-02-01T04:58:26.012640+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921906012.6636,1769921906044.9514,32.287841796875,True,ca0e1bba-0055-431c-981a-da79fbd16c3a,resting,,7,1
2026-02-01T04:58:26.545773+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921906545.8025,1769921906601.8723,56.06982421875,True,ef1b7d77-b994-4643-8ad2-6f2fa4422ae6,resting,,7,2
2026-02-01T04:58:27.102689+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921907102.7168,1769921907135.1304,32.41357421875,True,af7b8f7a-71c8-49f8-9104-40157ded878b,resting,,7,3
2026-02-01T04:58:27.635945+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921907635.9714,1769921907667.9941,32.022705078125,True,6a160462-3722-43dc-aeb4-bb54ef87a772,resting,,7,4
2026-02-01T04:58:28.168813+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921908168.839,1769921908202.5151,33.676025390625,True,ccfcb6d4-dc89-40e5-a43d-4fba543108eb,resting,,7,5
2026-02-01T04:58:29.865224+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921909865.2485,1769921909899.7402,34.49169921875,True,5819d463-3f6e-48d7-b344-08570ee2e5e2,resting,,8,1
2026-02-01T04:58:30.400564+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921910400.592,1769921910432.3674,31.775390625,True,02e89ea1-9b7e-42bb-ab5d-4e8400f95997,resting,,8,2
2026-02-01T04:58:30.933225+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921910933.253,1769921910963.4111,30.158203125,True,a00c12f4-2e0d-4568-b95d-ad3106567ad3,resting,,8,3
2026-02-01T04:58:31.464213+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921911464.2405,1769921911495.8782,31.6376953125,True,8bfd9e7f-e336-4bd8-b07e-b4bb49e68c5a,resting,,8,4
2026-02-01T04:58:31.996679+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921911996.73,1769921912028.808,32.078125,True,5448472b-0008-42c7-bc98-4a937b19a33c,resting,,8,5
2026-02-01T04:58:33.713410+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921913713.444,1769921913748.5903,35.146240234375,True,2173a136-147d-43f7-af6d-60d404a7e291,resting,,9,1
2026-02-01T04:58:34.249398+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921914249.424,1769921914281.7754,32.351318359375,True,c977dea3-a9d8-4184-85c7-d153a47b57e9,resting,,9,2
2026-02-01T04:58:34.782570+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921914782.5945,1769921914820.203,37.6083984375,True,d874c119-13f4-4f40-8617-751cadb05a7f,resting,,9,3
2026-02-01T04:58:35.321050+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921915321.0737,1769921915354.029,32.955322265625,True,f1dc648d-ed66-4539-b81f-823e4a2de336,resting,,9,4
2026-02-01T04:58:35.854834+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921915854.8596,1769921915885.361,30.50146484375,True,bf999cd9-4b6c-42da-aeed-1abb9e4e9df2,resting,,9,5
2026-02-01T04:58:37.548619+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921917548.644,1769921917583.2007,34.556640625,True,98686e67-9757-4e72-8517-308a96d6c17e,resting,,10,1
2026-02-01T04:58:38.084001+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921918084.0386,1769921918116.5942,32.5556640625,True,50b6f919-179b-43e5-8af0-b93bcabbded1,resting,,10,2
2026-02-01T04:58:38.617452+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921918617.4795,1769921918652.747,35.267578125,True,3ee6df4a-e7d1-4bb3-919a-f088f005e642,resting,,10,3
2026-02-01T04:58:39.153565+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921919153.5935,1769921919185.6985,32.10498046875,True,35786c54-0453-472f-93b3-57c3e7f3907c,resting,,10,4
2026-02-01T04:58:39.686505+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921919686.5305,1769921919718.5093,31.978759765625,True,edf4f035-d0bf-4071-a5d4-e18266c51313,resting,,10,5
2026-02-01T04:58:41.382680+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921921382.7058,1769921921439.6938,56.988037109375,True,a3a1a113-20f6-42dd-83dc-14261138a1ff,resting,,11,1
2026-02-01T04:58:41.940635+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921921940.665,1769921921974.4211,33.756103515625,True,0f9a960b-daa9-4a1b-8a8d-7f0ebab721be,resting,,11,2
2026-02-01T04:58:42.475219+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921922475.2454,1769921922507.8562,32.61083984375,True,a0c02b7f-8369-4911-bee0-b6b855bf8a2e,resting,,11,3
2026-02-01T04:58:43.008637+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921923008.6626,1769921923041.294,32.63134765625,True,47c4b4c3-849d-47bc-bf83-f3bf987bb405,resting,,11,4
2026-02-01T04:58:43.542090+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921923542.1162,1769921923574.1501,32.033935546875,True,b3ab753e-d964-4419-9330-f3bf8508aebb,resting,,11,5
2026-02-01T04:58:45.244259+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921925244.2886,1769921925282.0757,37.787109375,True,adf5520f-8f66-4e1e-92a9-cdad96d30861,resting,,12,1
2026-02-01T04:58:45.782873+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921925782.8994,1769921925815.6296,32.730224609375,True,8becbe91-4f56-48bc-a1fd-2e6b0d22c57e,resting,,12,2
2026-02-01T04:58:46.316514+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921926316.542,1769921926369.2039,52.661865234375,True,c235fe5e-e4a6-4ee2-abff-7ec985ef9413,resting,,12,3
2026-02-01T04:58:46.870013+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921926870.042,1769921926901.5732,31.53125,True,19cb16bc-320a-4172-be36-268164c315be,resting,,12,4
2026-02-01T04:58:47.402380+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921927402.4077,1769921927454.9597,52.552001953125,True,ef0fb944-1538-4c4c-a830-135083f59785,resting,,12,5
2026-02-01T04:58:49.123894+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921929123.92,1769921929155.283,31.363037109375,True,15549f04-5ee1-4fd5-b1be-e12a0e73e570,resting,,13,1
2026-02-01T04:58:49.656083+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921929656.1091,1769921929690.1204,34.01123046875,True,c3204e7c-0ac1-4884-9b57-5bb0136380b1,resting,,13,2
2026-02-01T04:58:50.190941+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921930190.9717,1769921930223.0579,32.086181640625,True,105dde54-821a-4927-bd7f-e862639eab00,resting,,13,3
2026-02-01T04:58:50.723871+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921930723.9011,1769921930756.6716,32.7705078125,True,511de37b-a25d-446d-b625-257760695fb4,resting,,13,4
2026-02-01T04:58:51.257515+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921931257.543,1769921931293.1667,35.623779296875,True,c9574816-f2c2-4de1-886b-f43e53f6274b,resting,,13,5
2026-02-01T04:58:52.994023+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921932994.0503,1769921933023.4363,29.385986328125,True,4dcb65fe-13e2-4347-9980-099bfc40a912,resting,,14,1
2026-02-01T04:58:53.524231+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921933524.2585,1769921933575.4797,51.22119140625,True,727bc1d5-e28f-4c6b-a3bb-e80043ad826c,resting,,14,2
2026-02-01T04:58:54.076284+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921934076.3145,1769921934131.8774,55.56298828125,True,6d60712f-16b0-4db9-a2dd-d5a7a5955401,resting,,14,3
2026-02-01T04:58:54.632691+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921934632.7192,1769921934662.4834,29.76416015625,True,8382a20d-5aba-4ac8-a2be-aad68418e6dd,resting,,14,4
2026-02-01T04:58:55.163293+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921935163.323,1769921935198.7454,35.42236328125,True,31085d1c-7d78-4b11-82a2-05c10dc77bc5,resting,,14,5
2026-02-01T04:58:56.858530+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921936858.5557,1769921936914.4788,55.923095703125,True,a0855cc0-50d9-4afa-94e6-f3d6b66b2f90,resting,,15,1
2026-02-01T04:58:57.415292+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921937415.3179,1769921937471.4072,56.08935546875,True,b6aecb7f-8856-42d1-ac8b-076f495f2e70,resting,,15,2
2026-02-01T04:58:57.972227+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921937972.2559,1769921938004.1133,31.857421875,True,461c06b5-8237-40bd-9201-1ef893daf9ba,resting,,15,3
2026-02-01T04:58:58.504926+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921938504.957,1769921938534.4578,29.500732421875,True,cae27541-05b9-4d77-9176-e6bf4f636c11,resting,,15,4
2026-02-01T04:58:59.035249+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921939035.2754,1769921939067.0254,31.75,True,be5d47fb-17d7-4333-bf6d-fcc59dc255ef,resting,,15,5
2026-02-01T04:59:00.715042+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921940715.0679,1769921940765.722,50.654052734375,True,acc6b388-64fe-409e-9f24-dfdc2c56509f,resting,,16,1
2026-02-01T04:59:01.266531+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921941266.5603,1769921941298.7354,32.175048828125,True,4e3a367e-ab8d-439b-b8cb-8ac162002b69,resting,,16,2
2026-02-01T04:59:01.799624+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921941799.6523,1769921941831.9697,32.3173828125,True,b1ff87ba-318b-4c5c-994a-da26a3291290,resting,,16,3
2026-02-01T04:59:02.332779+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921942332.8071,1769921942362.4219,29.61474609375,True,b2eb58d3-e86f-4455-a25c-a2a9b02c0194,resting,,16,4
2026-02-01T04:59:02.863217+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921942863.2424,1769921942892.5225,29.280029296875,True,9761333b-7b4a-4a7d-8372-b9e6f44a48e8,resting,,16,5
2026-02-01T04:59:04.567391+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921944567.4175,1769921944597.1235,29.7060546875,True,4e49e8b3-7b21-4b0c-ae65-8bc113e44ae6,resting,,17,1
2026-02-01T04:59:05.097920+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921945097.9465,1769921945127.5706,29.6240234375,True,a7106bb3-5263-4ea6-abc3-04a2bcc73c59,resting,,17,2
2026-02-01T04:59:05.628370+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921945628.396,1769921945685.2842,56.88818359375,True,4c8eddfa-d243-49a1-a140-c0bed106af06,resting,,17,3
2026-02-01T04:59:06.186104+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921946186.1353,1769921946215.9753,29.840087890625,True,220d9be7-477e-434d-be59-b6f8a4e35c72,resting,,17,4
2026-02-01T04:59:06.716776+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921946716.8032,1769921946748.9639,32.16064453125,True,94741d09-3c52-4c03-84c4-d3833745ef91,resting,,17,5
2026-02-01T04:59:08.417381+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921948417.4048,1769921948447.9492,30.54443359375,True,ca8b7bea-5d80-4adb-b5c8-588a4123edea,resting,,18,1
2026-02-01T04:59:08.948742+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921948948.7666,1769921948979.958,31.19140625,True,589af347-e79a-4461-befe-996fcba7105a,resting,,18,2
2026-02-01T04:59:09.480755+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921949480.7812,1769921949512.2861,31.5048828125,True,3f9c6840-0cb4-440e-8334-fd43d7bb2b7a,resting,,18,3
2026-02-01T04:59:10.013204+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921950013.231,1769921950050.6013,37.370361328125,True,8056f25f-45ac-4e7a-99f8-4e38dfe7f05b,resting,,18,4
2026-02-01T04:59:10.551414+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921950551.4421,1769921950580.936,29.493896484375,True,7d36296f-967a-47d8-9188-9e0ee08e6de9,resting,,18,5
2026-02-01T04:59:12.239088+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921952239.1125,1769921952293.281,54.16845703125,True,b2e37202-79d5-4740-b1be-43e1ac52f517,resting,,19,1
2026-02-01T04:59:12.794090+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921952794.1152,1769921952825.247,31.1318359375,True,eac7f482-27f5-412a-898f-4a394baeedf1,resting,,19,2
2026-02-01T04:59:13.326049+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921953326.077,1769921953353.7544,27.677490234375,True,ac1af5e0-d03b-44f7-a1ed-9c28e2faa646,resting,,19,3
2026-02-01T04:59:13.854551+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921953854.5774,1769921953887.2258,32.6484375,True,7459fb2e-a390-4880-a3b0-123825c562e4,resting,,19,4
2026-02-01T04:59:14.388025+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921954388.0544,1769921954420.125,32.070556640625,True,0b338ff5-761f-4b22-9b46-6eddd3916a12,resting,,19,5
2026-02-01T04:59:16.099067+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921956099.0935,1769921956131.2537,32.16015625,True,5916cfe7-3358-4130-ab0c-2fb942194912,resting,,20,1
2026-02-01T04:59:16.632051+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921956632.0784,1769921956661.5503,29.471923828125,True,e65f7cfa-64d9-4bba-a938-f23cdba4c6a3,resting,,20,2
2026-02-01T04:59:17.162366+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921957162.3933,1769921957190.0718,27.678466796875,True,1b8c4074-0c4d-413c-a5f0-0de508ce611d,resting,,20,3
2026-02-01T04:59:17.690884+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921957690.911,1769921957722.5554,31.64453125,True,c35ca4e8-f517-4b7f-87ce-d78d8db9272d,resting,,20,4
2026-02-01T04:59:18.223357+00:00,KXBTC15M-26FEB010000-00,yes,1,5,1769921958223.3828,1769921958253.0347,29.65185546875,True,fd061c06-ab25-4ba8-ae5b-54cc7ae40a9b,resting,,20,5
